,lat,long
41912,38.614952,-121.271667
1608191,40.6362,-73.6375
212791,32.4456,-91.7433
803336,40.140718,-76.25800699999999
916749,42.4258,-83.3636
334611,34.83,-82.37
868273,42.673546,-85.643196
1648233,45.1619,-91.1733
27821,44.426157,-64.618626
310669,49.108812,-122.681826
682631,33.4361,-117.6231
576107,43.7091,-121.5194
194620,37.061743,-84.449788
1165159,28.97366,-81.027426
320786,40.893137,-74.165983
619305,39.12357,-121.61091100000002
1555191,42.9645,-92.8917
1456193,40.6565,-74.2215
219281,39.5953,-79.9229
1005659,35.1565,-82.2115
1408687,36.764877,-76.228137
333935,35.7064,-82.6311
48263,42.1138,-76.2528
366614,42.8285,-71.6606
1023286,34.217,-88.9868
501706,44.7411,-68.8731
518858,36.413333,-97.878435
1036575,38.951674,-92.332541
733882,38.6284,-121.3287
1570310,41.931613,-74.004719
1543331,35.1104,-106.5781
1661057,44.228044,-88.42335600000001
780778,39.932658,-76.71177
177734,47.704621,-116.87504799999999
1304427,32.855781,-83.64494599999999
1111817,28.563377000000003,-81.301186
1604670,43.159,-75.97
807484,40.107123,-75.16162299999999
1007744,33.7389,-78.9996
879921,42.7905,-83.6127
1214392,45.614034000000004,-108.386684
54833,49.316831,-123.098155
755174,42.5581,-71.1723
181363,38.053283,-83.961598
258455,36.182194,-94.487607
825507,40.163455,-74.90498000000001
1488008,47.6116,-122.3056
1160454,28.0091,-82.5034
306991,40.0892,-76.4156
1354310,39.5249,-119.9031
790717,40.616946,-75.44178199999999
1228996,32.5814,-97.3703
1010775,34.5953,-82.1147
1164830,30.435796999999997,-84.353527
457560,39.972466,-82.874557
998710,32.78,-79.99
1661932,39.1434,-94.7856
1484919,46.552949,-120.475274
1524564,39.9712,-86.1245
112962,30.380242,-87.308971
7507,37.272428999999995,-79.949997
75417,42.0212,-71.2178
1073480,35.638878000000005,-87.016869
171184,33.3967,-86.8346
971776,45.83267,-95.389041
277059,39.171991,-84.271999
82440,42.7851,-83.7294
554673,39.2892,-76.59
1225794,33.1733,-94.9695
510750,33.734075,-97.147534
318109,49.224258,-122.91797700000001
694566,34.201297,-119.18348600000002
1036463,38.939578999999995,-90.925161
402406,34.2056,-86.85834
60767,49.184884999999994,-122.801111
328938,41.7026,-71.4476
1120113,30.4481,-87.2589
922677,42.316052,-85.188374
1258709,32.9865,-96.686
635025,35.648,-119.4487
790321,40.684106,-75.51899
552370,39.1419,-77.189
1513926,38.311,-85.7645
1674036,36.302561,-80.141471
226813,35.0726,-106.5749
1376553,42.882,-71.1758
573497,43.453,-123.3558
1558371,41.600615000000005,-93.501522
839172,40.151919,-105.10881100000002
739599,34.070311,-117.446303
91079,43.6631,-90.874
297756,39.921427,-83.483133
1014574,38.548302,-75.23709699999999
481572,33.3889,-112.0954
423376,29.983226000000002,-90.26621999999999
134643,38.9122,-77.0177
1207231,45.578070000000004,-111.12631200000001
110047,34.4222,-117.3025
804558,41.9783,-77.1136
933167,42.690169,-84.538115
994669,33.9064,-78.7934
1324595,41.2587,-96.133
1611517,42.691126000000004,-73.68674
1058590,38.631639,-90.19054399999999
547315,39.2655,-76.4935
1543839,40.4137,-80.5683
1378274,43.5475,-71.4072
1050732,36.5319,-94.5961
291058,40.83258,-83.251154
276833,38.848559,-84.15355699999999
300047,38.8938,-82.994
1581764,41.1183,-73.943
962810,45.655319,-93.915778
1650839,43.4231,-89.2354
507540,35.199,-97.4841
1580086,43.7435,-74.8935
1255979,31.615281,-97.108939
882466,42.3349,-83.1801
738625,40.588018,-124.253446
1628351,44.4914,-87.9267
802170,40.88906,-75.212351
1674503,36.0671,-80.3025
545885,38.9394,-76.3371
866174,44.7355,-85.1207
1383690,37.2757,-79.8775
1640655,43.321936,-88.004611
330026,42.954705,-71.447537
296347,46.8564,-96.8123
954995,41.717538,-72.247639
629253,36.6677,-121.6596
421025,61.5729,-149.38131
20010,49.68655,-125.02203
1108024,30.4286,-84.2593
283172,30.567021,-89.45437
364369,31.3472,-89.2222
548502,39.531326,-77.43641099999999
1621943,44.873129999999996,-87.89568
1213775,47.458646,-114.88854099999999
317708,49.026576,-122.82921
1277622,31.6631,-106.1401
888129,42.303000000000004,-85.1304
733560,34.394588,-118.925297
1064706,38.991927000000004,-94.557216
770978,42.425265,-71.690997
892683,42.294,-83.3146
1666629,37.3951,-94.7105
678160,33.6437,-117.6868
1681026,35.6884,-81.3612
649366,36.841444,-119.80738400000001
1586166,42.7841,-73.9094
561607,39.3914,-76.4871
256253,39.9015,-104.9407
1042723,39.005373999999996,-94.558593
765707,41.905,-71.1026
136629,40.715011,-73.630033
142708,32.903731,-80.67441
414966,61.222182,-149.94278
1660605,44.140440000000005,-89.260998
589015,42.45365,-123.32128999999999
1548549,42.064091999999995,-94.861561
1534779,36.866919,-107.879842
438835,39.2445,-84.2588
1481156,46.234838,-119.12801499999999
1430301,42.302246000000004,-89.626641
236663,39.4242,-76.3541
1160543,28.0091,-82.5034
269142,41.5878,-87.4532
846354,39.1951,-106.8236
1245465,31.1164,-97.7278
1587069,42.7003,-73.8575
170227,31.859434000000004,-85.165897
678794,33.646253,-116.882044
1187274,27.3648,-82.1849
1582472,43.212284999999994,-77.429994
711978,34.263135,-119.243219
1653345,43.4995,-87.8509
968866,45.112161,-95.055475
581469,45.61685,-122.693008
1721578,35.742359,-105.841044
1131503,28.050634000000002,-82.460167
1691138,35.0743,-78.8836
471828,40.4158,-82.3334
1668617,38.990868,-95.233358
1535676,35.026711,-106.652727
736774,34.036192,-118.14956799999999
1542160,33.3718,-104.5284
746402,33.797,-118.2991
1110587,29.057944,-82.455442
1701744,35.1287,-80.9338
411397,37.0174,-86.4518
867734,42.4544,-85.5994
160367,34.6679,-86.5603
1695338,36.1824,-79.806
212237,42.484503000000004,-92.324974
808624,40.43,-79.97
1597877,42.835693,-78.724204
822454,41.24537,-75.885315
1355599,43.6722,-72.3813
953027,41.989,-72.5652
503608,44.5543,-69.6178
918543,43.186723,-84.163862
1154600,29.7976,-81.9899
1647926,44.429982,-88.715526
380959,49.262679999999996,-123.02413
1094954,36.22587,-86.540982
931738,42.337204,-85.155082
641251,38.624043,-121.40184199999999
131365,38.679,-75.3932
1167884,28.44962,-81.39598000000001
1169355,28.0384,-82.3949
1309104,34.55701,-83.76008
1616892,40.7085,-74.0135
331368,37.710551,-97.209226
1074964,36.5356,-82.3656
564690,43.385929,-124.27566200000001
709372,32.759102,-117.14306599999999
945784,41.1796,-73.2019
1482206,48.858289,-122.34612800000001
608854,33.9504,-116.9701
515463,35.334,-97.4768
788812,40.1756,-76.1821
334961,45.3218,-92.6971
1114834,26.5677,-81.5954
1353318,35.9977,-115.2861
606433,43.388224,-123.324258
388682,28.6617,-81.3122
540451,35.7792,-90.766
1518924,41.1053,-85.0624
1288456,30.4521,-97.7688
1131935,28.085116999999997,-80.62978000000001
292707,44.4946,-103.865
1124161,27.9729,-81.8931
956617,41.2913,-72.385
1091758,35.917947999999996,-84.15075999999999
530096,34.755388,-92.239522
1560491,42.484503000000004,-92.324974
1652799,42.878409000000005,-87.85318000000001
138887,49.171889,-123.079955
473593,40.8956,-81.433
380681,43.0617,-71.4444
318370,49.318342,-123.10789399999999
771216,42.5796,-71.8031
1263456,29.6228,-95.5678
139282,26.3304,-81.5871
813825,40.4025,-75.9046
245578,47.7248,-116.789
1326193,40.851,-96.711
879971,42.5141,-85.4067
420548,61.5923,-149.3959
1187438,30.412059999999997,-87.253119
1571419,42.619108000000004,-73.745997
1385638,38.3365,-77.4366
1664379,39.137157,-95.954892
1677720,35.715953999999996,-78.655304
830776,38.2879,-104.5848
392397,33.451782,-86.986674
680366,34.0922,-117.4612
1140264,28.4566,-80.7978
1323061,33.525638,-82.04266199999999
928529,42.602,-83.6508
1048396,38.6419,-94.3285
41919,40.450919,-122.30093400000001
1354633,39.535645,-119.829333
970028,44.262167,-96.282978
473438,41.039547,-81.433337
1284701,26.212687,-98.13051
1019736,31.7138,-89.0759
672809,33.7866,-118.2987
408032,38.0045,-85.6888
518599,35.4853,-97.5372
1100145,30.2908,-81.6321
993357,32.805189,-79.950075
1003393,34.8533,-82.4493
470019,39.7474,-84.16
1656700,45.953036,-90.514433
890126,43.186426000000004,-84.15195600000001
812610,41.1261,-76.5208
1608663,41.5372,-74.0526
335250,33.640245,-112.017323
1675187,36.072001,-79.885626
293452,41.4416,-81.5486
1529082,41.548056,-87.472788
1673173,35.5376,-82.7001
653604,39.022483,-121.61285900000001
270210,36.302267,-86.636868
1493826,46.234838,-119.12801499999999
316508,44.046393,-123.00637900000001
1667112,39.0583,-95.7095
1316151,32.4593,-82.9381
295330,42.1235,-84.3521
1556634,41.291651,-91.557523
1253015,31.759928000000002,-106.399468
517550,35.5184,-97.5746
1191874,28.0452,-81.7325
1375305,43.6038,-116.2729
1353218,36.192311,-115.329838
1292877,29.488156,-98.502702
1386758,38.47238,-77.44845
642888,36.9102,-121.7569
1112153,29.04624,-80.934561
919882,43.186723,-84.163862
1655873,43.6631,-90.874
359811,29.770834000000004,-82.283186
243354,49.141472,-123.949699
336064,39.79288,-119.919547
46768,43.531874,-96.742001
1340994,40.6037,-112.0411
1353632,36.0129,-115.2118
100379,41.5503,-72.9963
1322032,33.9845,-84.1529
60377,38.162,-77.6854
901287,42.239917,-84.443782
1505546,46.568255,-120.485781
437828,41.8018,-81.048149
670439,38.5892,-121.4057
1713184,35.5068,-78.3479
237383,41.755178,-87.74128
736858,34.212051,-119.196273
1496233,46.5934,-120.5311
261625,40.059340999999996,-83.019663
1434083,41.806365,-87.723147
1224352,33.1047,-96.0927
429387,29.4634,-90.598
559445,39.1125,-77.2515
1467771,40.534145,-74.32030300000001
1397711,37.47983,-79.118012
836899,40.530845,-105.088746
1055304,37.9485,-91.7603
172892,41.781721999999995,-72.533825
1528544,41.1387,-87.4454
798239,41.245494,-75.930151
432197,30.5814,-91.1429
236853,41.662082,-70.298907
826028,39.9227,-75.1812
191956,34.734196999999995,-86.620566
157917,43.2303,-75.6873
1391385,38.336287,-77.482857
1207581,45.645666,-110.570581
1532531,39.789,-86.2136
722594,38.22708,-122.61894299999999
1563581,41.637753000000004,-91.56347
1488567,46.234838,-119.12801499999999
1606738,40.7608,-73.9295
1436008,38.9847,-88.1704
1519394,41.664814,-86.129172
1561938,41.695614,-91.584091
1328831,40.83679,-96.682013
187954,38.296636,-104.57044599999999
9285,41.2324,-95.8751
1580439,42.992132,-74.985566
1335328,41.2949,-96.0546
861676,38.848686,-104.757437
1390488,37.478413,-77.474035
532810,35.890763,-90.645099
1556215,42.504822999999995,-92.405569
1507649,46.234838,-119.12801499999999
1633047,42.7009,-88.5462
573843,45.557796,-122.51029299999999
583394,45.523907,-122.53824399999999
716071,36.533636,-119.581221
508989,36.0544,-95.7223
1616311,42.316137,-73.65800899999999
1403850,37.069423,-79.641051
148520,34.9536,-78.9354
1152840,29.650218,-81.650885
499561,34.645407,-112.336638
876358,42.245675,-83.69968399999999
870982,43.186723,-84.163862
1236491,30.4417,-97.6811
1707293,35.455608000000005,-79.208422
463598,41.4201,-81.9131
1152852,30.465233,-84.213722
341604,29.818172999999998,-95.668628
1692401,35.235877,-82.15032
100810,42.0694,-76.693
966273,46.8677,-96.7572
1684243,35.3683,-78.0929
1057711,38.2003,-92.6684
1131047,28.0502,-82.45
124697,50.256789000000005,-119.28029099999999
409581,36.8101,-83.8949
1596978,43.2836,-73.6294
1032455,44.659146,-103.855703
1648754,44.873201,-91.689728
682333,32.703848,-117.03578300000001
798140,41.435,-75.6103
106101,31.6631,-106.1401
1114457,27.848653999999996,-82.69031600000001
109812,30.1548,-81.63
362737,47.901,-97.0446
1437884,42.290015999999994,-88.866348
1469893,39.4818,-75.0091
822827,40.2469,-76.9001
1419370,37.6636,-89.1173
894698,42.621465,-83.504677
561736,39.2309,-76.6969
514697,34.477779999999996,-97.968349
380022,39.395295000000004,-119.894939
165420,43.754318,-79.48066700000001
1097847,35.918095,-84.150715
1397527,36.8957,-80.3275
187506,41.9887,-83.8377
1138705,28.977875,-81.29979499999999
60406,49.210768,-123.114853
525942,35.667533,-97.593636
1257268,29.681012,-95.623362
892090,43.8223,-84.7635
1511392,41.6835,-86.1682
1678757,35.078990000000005,-78.94236
1530722,41.582014,-85.835495
1307847,33.5832,-84.5499
954832,41.950299,-71.87066999999999
50184,49.201074,-122.92203300000001
839572,39.740187,-104.90116
1010833,34.829,-82.5796
667519,33.889359000000006,-118.35236299999998
750123,37.9658,-121.7758
1297749,29.8754,-97.9404
1282850,32.8958,-96.8588
104703,36.2417,-93.1062
863196,39.838,-104.9988
481482,33.511059,-111.57873700000002
144669,31.9051,-85.1656
465429,39.916447999999995,-82.883004
934198,45.1269,-87.61371899999999
1014027,39.6699,-75.7151
1712269,36.2552,-79.9705
1013749,39.205558,-75.563668
515540,35.4853,-97.5372
218985,33.220013,-111.52861100000001
1362899,47.713556,-116.91795
1711535,35.763597999999995,-78.74425699999999
1012592,39.205558,-75.563668
993996,33.9064,-78.7934
961574,46.3502,-94.1
1192858,27.98576,-82.50678
1563204,43.1808,-95.8401
765995,41.6601,-70.2967
114048,30.648232,-87.075469
853826,40.385,-104.6806
336943,37.5368,-122.03200000000001
1462758,40.9139,-74.5863
1625916,44.8346,-91.5159
582925,45.523091,-122.57861499999999
796458,41.3432,-75.5301
293500,41.404952,-81.54935
679938,34.484556,-117.29913799999999
352107,44.1182,-72.5381
52685,42.777828,-73.74899
343993,48.536741,-117.906067
424632,29.999462,-90.240566
1049443,38.624918,-90.329762
955989,41.6903,-73.3103
136725,32.03823,-106.411695
1460389,40.7888,-74.0115
142683,32.8215,-80.0568
980050,46.9884,-94.5033
232032,38.7609,-121.2867
1703995,36.144,-80.2376
1161424,29.6824,-82.2014
1172016,27.9902,-82.7433
29921,45.7045,-89.3866
784958,40.172893,-76.65099000000001
45509,49.133879,-122.84641699999999
828042,40.159884999999996,-105.103035
821446,39.8775,-77.0643
1661639,44.120841999999996,-88.096447
720562,37.3302,-120.508
683571,33.7532,-116.2676
767984,42.2437,-71.1637
177054,38.22,-85.74
114297,30.4481,-87.2589
1520417,40.4509,-86.1352
486758,32.25,-110.8869
1197694,29.1135,-80.9765
1573474,40.706802,-73.66686
844100,39.0805,-108.4496
550007,39.154309000000005,-76.631089
402846,37.1623,-83.5688
389851,38.3936,-98.7751
422947,30.204627000000002,-92.384427
1709465,35.5808,-82.6078
1415240,37.032408000000004,-79.293972
1409316,38.9326,-77.1706
1400951,38.2586,-78.4074
1226080,31.5773,-97.1241
321864,49.172407,-122.66793100000001
961454,44.541395,-95.095733
1448697,40.068000000000005,-74.8454
1027120,32.13473,-90.283413
171115,47.940865,-119.009142
125615,37.286501,-80.056719
415641,40.0987,-84.6342
1231446,27.7061,-97.3537
1320748,34.55701,-83.76008
942896,41.5817,-73.4128
893510,42.2317,-83.2673
1015567,34.981881,-88.46406
1194353,29.311699,-81.096783
1370340,43.6498,-116.4306
165376,43.704254999999996,-79.481759
1376725,42.9944,-71.4884
1361351,43.612308,-116.52868000000001
307594,40.0023,-76.7712
675462,38.6284,-121.3287
151685,30.444838,-87.360096
1124668,28.046638,-81.94335
888413,43.1791,-86.1989
579089,42.322969,-122.867466
432783,30.1843,-92.0497
347531,33.634173,-96.61659300000001
180555,36.9094,-87.1678
1680914,35.770576,-81.42614499999999
869994,42.892121,-85.665539
537787,34.9669,-92.4001
1307002,31.8962,-81.294
1051735,38.8161,-94.5328
398,40.898803,-79.92761899999999
337140,38.7707,-77.4494
1381860,38.710268,-77.801056
1527280,39.77,-86.14
552764,39.6109,-77.3989
712345,38.739933,-121.29093200000001
1117727,30.7123,-85.8014
1039128,38.9142,-94.4073
1035784,38.9382,-92.3049
712939,33.7671,-117.929
46360,49.53304,-115.768452
1483100,47.912956,-122.235725
851228,39.83,-105.01
1184461,30.4771,-84.2246
224663,40.068000000000005,-74.8454
287913,34.0282,-117.0489
400390,33.3538,-86.8254
1550719,41.0039,-91.9576
1590916,43.032353,-76.229628
904013,42.892121,-85.665539
331604,39.2829,-94.40899999999999
66745,38.9847,-88.1704
196023,40.893137,-74.165983
797391,40.0978,-75.6398
1050655,36.7323,-94.3986
288164,39.773696,-104.905579
1157335,30.405761,-86.626902
1416653,36.8282,-76.0237
686401,33.1101,-117.07
498113,34.4228,-114.125
971037,44.1538,-93.99600000000001
1439535,40.1167,-87.7825
462018,40.8116,-81.4973
210984,30.43955,-91.08613000000001
1627020,43.75891,-87.75358
1429264,37.72,-89.2158
814885,40.7983,-75.9735
82213,41.371899,-96.152653
136747,40.578,-74.3589
1511591,41.367943,-86.312777
514214,36.118795,-95.833238
739659,38.525213,-121.37979399999999
524210,36.0948,-95.9655
682612,34.1376,-117.5999
530924,35.98469,-94.080784
785498,40.215378,-76.99702099999999
497196,33.198662,-111.638155
692821,35.3863,-119.17
1442825,42.0095,-89.3444
1155667,30.401615999999997,-86.989304
1576845,42.943869,-78.900798
413042,36.792856,-84.83041999999999
1514203,39.9069,-86.1238
704840,39.12357,-121.61091100000002
67844,38.679,-75.3932
1295224,29.8159,-95.523
580252,45.503959,-122.55254
527813,36.7299,-97.0454
1367050,42.436819,-113.821301
1669622,37.504659000000004,-97.504327
408597,38.159627,-85.69770799999999
