,lat,long
1115408,26.2785,-80.1157
556555,38.978,-77.082
1442350,37.7257,-88.9294
1014457,38.6404,-75.6041
1022468,30.4404,-88.7801
217501,37.929964,-84.473168
1223358,32.126,-94.7488
554991,39.2782,-76.7401
1373777,42.725342,-114.511356
1049247,38.577,-90.5255
513704,35.464197,-97.370805
289122,41.621598,-83.49377700000001
989968,44.8946,-94.3847
1022932,30.5474,-88.7086
565653,44.058863,-123.081429
481657,33.534437,-112.142859
188023,38.46031,-82.64121999999999
151445,42.512096,-88.118935
1183501,29.8135,-82.47200000000001
504501,43.402716,-70.71592
317270,50.668458,-120.359898
1024690,30.432370000000002,-88.829762
1080125,36.3417,-86.7212
1366369,47.71371,-116.92228999999999
842994,39.928215,-105.14843799999998
606446,45.523091,-122.57861499999999
704627,38.739933,-121.29093200000001
107457,32.78,-79.99
943747,41.3184,-72.9318
484502,34.1175,-109.9197
1070170,36.24275,-86.64590799999999
463779,40.8559,-82.3189
901167,42.683690000000006,-84.53825
251709,40.788665,-81.315565
1237254,29.7348,-95.522
293653,41.443241,-81.61502800000001
1532358,39.431761,-86.58806899999999
1683243,35.6884,-81.3612
492440,33.3984,-111.6513
535064,35.3115,-94.0337
1641006,44.208172999999995,-88.151894
1025166,32.4122,-90.1207
501545,44.2167,-70.5012
198317,47.538337,-116.11980700000001
797015,40.212395,-77.01167
85629,26.172078,-80.204487
865110,44.8538,-84.2973
1394646,37.2123,-77.4814
896364,42.879329999999996,-85.66386
1657701,43.1869,-89.2227
1432416,41.515058,-90.424776
1251758,26.1771,-98.18700000000001
1147324,29.663149,-81.656087
567237,44.03087,-121.30895
73888,36.1149,-115.2161
1109574,29.0058,-82.1828
198652,64.7805,-147.3694
1006419,32.89733,-80.016188
1637730,43.5501,-89.4714
962328,46.822738,-92.056488
1374009,48.2035,-116.5455
594240,42.3899,-122.9222
271280,41.868004,-88.262997
869023,43.219898,-86.264521
1105068,27.176336,-80.240442
1044520,37.131,-93.0964
452674,38.692648,-82.857744
1710143,36.5007,-80.6119
188862,29.3977,-98.4658
1528148,39.752369,-86.253297
809004,40.31926,-79.656544
809116,40.6388,-79.3191
